location_id,time_id,weather_code_id,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,202214300,65,28.9,22.5,47662.75,5067.34,44.4,44.4,0,24,18.6,38.2,129
0,202214400,63,27.5,23.3,47702.53,0.0,19.5,19.5,0,19,8.7,19.4,324
0,202214500,51,30.8,24.6,47741.31,27298.89,0.3,0.3,0,3,15.0,27.7,131
0,202214600,65,30.7,24.1,47779.04,23336.88,15.1,15.1,0,13,12.7,27.4,107
0,202214700,65,30.5,24.5,47815.69,4784.58,34.7,34.7,0,19,10.2,24.5,85
0,202214800,63,31.1,25.3,47851.23,10904.87,12.3,12.3,0,9,13.0,28.8,126
0,202214900,63,31.5,25.6,47885.61,27169.54,9.2,9.2,0,9,10.7,24.8,132
0,202215000,63,31.2,24.3,47918.79,20597.41,25.4,25.4,0,19,10.8,28.8,5
0,202215100,53,29.5,24.7,47950.74,12315.57,1.7,1.7,0,7,14.4,24.8,132
0,202215200,51,31.6,26.4,47981.42,37739.46,0.8,0.8,0,6,16.8,32.0,155
0,202215300,63,33.2,27.0,48010.79,20037.9,5.6,5.6,0,2,18.0,32.8,169
0,202215400,51,33.9,27.4,48038.82,30573.64,0.1,0.1,0,1,16.5,32.0,183
0,202215500,51,35.4,27.7,48065.46,39885.84,0.1,0.1,0,1,14.3,28.4,199
0,202215600,53,34.8,25.4,48090.67,31526.07,1.2,1.2,0,3,15.1,28.4,4
0,202215700,63,29.5,24.5,48114.43,11716.87,14.0,14.0,0,21,12.4,25.6,338
0,202215800,61,29.8,24.8,48136.69,16823.82,6.0,6.0,0,7,11.9,25.2,283
0,202215900,65,31.4,25.1,48157.41,28744.56,20.1,20.1,0,10,8.6,25.9,107
0,202216000,65,31.9,25.8,48176.55,24335.32,13.6,13.6,0,10,13.2,30.2,91
0,202216100,63,32.8,25.0,48194.09,23009.04,15.5,15.5,0,12,14.0,29.9,30
0,202216200,63,28.6,25.5,48209.98,0.0,16.5,16.5,0,18,10.8,25.6,99
0,202216300,53,33.1,27.1,48224.21,6462.18,0.5,0.5,0,1,14.5,24.8,174
0,202216400,65,33.9,25.1,48236.89,27248.25,67.2,67.2,0,15,10.5,28.4,2
0,202216500,61,29.3,24.9,48248.06,10311.94,9.9,9.9,0,16,11.2,23.8,343
0,202216600,55,30.5,25.5,48257.71,19318.11,4.0,4.0,0,8,11.1,21.6,154
0,202216700,65,32.6,26.2,48265.83,29665.62,16.4,16.4,0,9,16.2,29.2,178
0,202216800,3,34.2,27.8,48272.43,42908.07,0.0,0.0,0,0,16.2,36.4,192
0,202216900,1,34.8,27.5,48277.51,43064.6,0.0,0.0,0,0,18.0,36.0,209
0,202217000,1,35.2,28.0,48281.06,43200.0,0.0,0.0,0,0,15.2,34.6,194
0,202217100,1,35.9,27.9,48283.1,41926.43,0.0,0.0,0,0,18.2,31.3,186
0,202217200,2,35.7,28.5,48283.62,41707.94,0.0,0.0,0,0,19.1,33.1,167
0,202217300,65,34.7,24.1,48282.62,39495.17,35.9,35.9,0,7,17.2,36.0,144
0,202217400,55,33.2,24.8,48280.12,43236.73,2.1,2.1,0,8,15.7,32.0,152
0,202217500,51,33.1,25.6,48276.11,43329.08,0.6,0.6,0,4,14.9,30.2,161
0,202217600,1,33.3,26.5,48270.59,43241.25,0.0,0.0,0,0,18.6,35.6,156
0,202217700,51,33.8,27.6,48263.57,43252.93,0.8,0.8,0,4,16.7,31.7,162
0,202217800,1,35.7,27.7,48255.06,43200.0,0.0,0.0,0,0,16.5,30.2,174
0,202217900,51,35.6,27.9,48245.07,39700.56,0.3,0.3,0,1,11.3,23.8,197
0,202218000,63,31.7,25.1,48233.59,7198.7,21.4,21.4,0,15,11.5,25.2,1
0,202218100,61,31.2,24.6,48220.64,20037.78,6.3,6.3,0,14,14.6,26.6,12
0,202218200,63,31.8,26.6,48206.21,35346.05,5.0,5.0,0,6,11.6,25.6,327
0,202218300,65,32.8,26.3,48190.3,31629.01,43.2,43.2,0,15,19.5,38.5,309
0,202218400,63,34.8,27.5,48172.74,38775.25,5.2,5.2,0,3,16.2,35.3,191
0,202218500,65,35.4,26.7,48153.54,36000.0,15.6,15.6,0,4,15.0,31.0,26
0,202218600,65,34.2,26.9,48132.74,26525.07,33.9,33.9,0,12,12.1,33.5,141
0,202218700,63,30.7,26.8,48110.38,20245.16,9.5,9.5,0,10,12.6,22.3,150
0,202218800,65,29.0,24.9,48086.5,6921.17,23.8,23.8,0,22,10.0,21.2,122
0,202218900,61,29.7,24.5,48061.14,6799.12,6.5,6.5,0,16,9.6,18.4,100
0,202219000,65,30.3,24.7,48034.36,24417.64,13.5,13.5,0,12,13.8,28.8,130
0,202219100,63,31.7,24.5,48006.18,39600.0,17.6,17.6,0,14,9.0,26.6,117
0,202219200,63,31.4,24.9,47976.65,36565.93,11.0,11.0,0,18,14.0,29.9,94
0,202219300,53,31.5,25.2,47945.81,31316.75,4.8,4.8,0,16,13.9,28.8,134
0,202219400,53,29.9,25.2,47913.7,30533.13,4.6,4.6,0,12,10.5,24.5,106
0,202219500,61,30.7,24.8,47880.38,26276.95,4.1,4.1,0,10,12.1,24.5,99
0,202219600,51,32.2,26.0,47845.86,39012.62,1.0,1.0,0,6,10.9,25.9,145
0,202219700,51,34.1,27.6,47810.21,43200.0,0.5,0.5,0,5,17.5,31.3,162
