location_id,time_id,weather_code_id,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,202400100,51,26.8,18,39155.44,36000,0.3,0.3,0,2,17.2,30.6,128
0,202400200,63,27.4,16.6,39174.1,27163.09,6.2,6.2,0,12,24.8,43.6,104
0,202400300,61,18.8,15.4,39194.33,0,4.5,4.5,0,7,24.5,43.9,18
0,202400400,3,23.3,16.5,39216.09,19521.78,0,0,0,0,16.9,29.2,135
0,202400500,53,24.4,17.6,39239.36,11249.65,1.4,1.4,0,5,14.4,25.2,129
0,202400600,51,25.1,17.4,39264.08,18559.93,0.9,0.9,0,7,14,27,139
0,202400700,51,24.9,17.7,39290.24,7200,0.1,0.1,0,1,16.6,29.9,126
0,202400800,51,26.6,19.4,39317.79,23935.89,1.1,1.1,0,6,17.6,33.1,143
0,202400900,61,26.6,19.6,39346.71,26893.29,6.3,6.3,0,17,13.6,28.8,125
0,202401000,61,22.3,17.1,39376.95,3439.31,16.9,16.9,0,22,15.1,30.6,48
0,202401100,61,20,17.1,39408.49,0,8,8,0,19,10.9,19.8,19
0,202401200,63,19.4,17.6,39441.29,0,10.3,10.3,0,13,12.3,22.3,15
0,202401300,61,19.9,17.8,39475.38,0,14.8,14.8,0,22,9.8,20.5,44
0,202401400,63,23.1,17.5,39511.14,6276.78,9.2,9.2,0,10,8.9,19.1,70
0,202401500,51,25.3,17.5,39548.59,33557.03,0.4,0.4,0,4,16.5,31.7,129
0,202401600,53,22.8,17.8,39587.65,7441.96,4.3,4.3,0,10,18.9,34.9,123
0,202401700,61,25.4,18.2,39628.25,22471.56,3.7,3.7,0,10,16.8,34.2,132
0,202401800,51,26.2,19.1,39670.3,24302.34,0.3,0.3,0,3,16.4,32,154
0,202401900,51,27,20.1,39713.76,29319.67,0.9,0.9,0,5,19.5,36.4,157
0,202402000,55,26.4,14.9,39758.53,15857.95,6.5,6.5,0,16,22.7,42.8,62
0,202402100,53,16.3,12.2,39804.56,0,3.5,3.5,0,15,21.3,37.8,22
0,202402200,63,12.5,7.6,39851.77,0,8.5,8.5,0,17,26.6,50,20
0,202402300,51,11.2,7.1,39900.1,496.42,0.9,0.9,0,3,18.4,35.3,30
0,202402400,3,11.7,7.9,39949.48,2089.72,0,0,0,0,14.2,28.4,26
0,202402500,51,12.5,8.6,39999.83,7279.55,0.1,0.1,0,1,12.9,26.6,28
0,202402600,3,13.5,10.2,40051.11,289.34,0,0,0,0,12.1,24.5,16
0,202402700,51,12.3,10.2,40103.23,0,0.1,0.1,0,1,12.6,26.3,9
0,202402800,3,13.5,10.3,40156.14,0,0,0,0,0,13.4,28.1,358
0,202402900,53,17.1,11.4,40209.77,3601.89,0.6,0.6,0,1,9,19.4,15
0,202403000,55,19.4,13.6,40264.06,1672.32,1,1,0,1,9.7,19.4,120
0,202403100,51,21.2,16.4,40318.95,0,0.2,0.2,0,2,9.6,18.7,139
0,202403200,51,24.9,19.5,40374.37,8706.45,0.1,0.1,0,1,14.1,23.8,148
